대분류,중분류,Custom,EN,소분류,1회제공량(g),칼로리(kcal),kcal per g,folder_name,class,탄수화물,단백질,지방,당 (총당류),,,,,
튀김류,육류튀김,튀김류,fried,치즈돈가스,250,755.37,3.02,10012006,10,25.41,57.87,41.57,2.46,250.00,25.41,57.87,41.57,2.46
튀김류,육류튀김,튀김류,fried,치킨가스,200,593,2.97,10012007,10,44.02,27.91,33.92,4.15,200.00,44.02,27.91,33.92,4.15
튀김류,육류튀김,튀김류,fried,탕수육,200,457,2.29,10012008,10,24.84,27.21,16.75,19.08,200.00,24.84,27.21,16.75,19.08
튀김류,육류튀김,튀김류,fried,깐풍기,200,589,2.95,10012009,10,36.56,25.19,23.60,6.13,150.00,48.75,33.59,31.47,8.17
튀김류,"채소,해조류튀김",튀김류,fried,감자튀김,150,467.75,3.12,10014001,10,52.72,6.82,25.51,0.55,,,,,
튀김류,"채소,해조류튀김",튀김류,fried,고구마맛탕,200,491,2.46,10014002,10,94.60,3.30,11.00,38.70,,,,,
튀김류,"채소,해조류튀김",튀김류,fried,고구마튀김,100,252.96,2.53,10014003,10,33.80,2.72,11.87,7.72,,,,,
튀김류,"채소,해조류튀김",튀김류,fried,고추튀김,100,202,2.02,10014004,10,14.60,7.60,12.60,2.30,,,,,
튀김류,"채소,해조류튀김",튀김류,fried,김말이튀김,100,251,2.51,10014005,10,26.50,1.98,15.85,0.81,,,,,
튀김류,"채소,해조류튀김",튀김류,fried,채소튀김,100,404.63,4.05,10014006,10,36.83,3.25,27.14,6.37,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,노각무침,150,84,0.56,11011001,11,14.3,2.6,1.8,7.1,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,단무지무침,50,20,0.4,11011002,11,2.8,0.5,0.8,0.7,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,달래나물무침,150,136,0.91,11011003,11,23.8,4,2.8,11.2,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,더덕무침,150,216,1.44,11011004,11,43.4,4.3,2.8,20.2,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,도라지생채,160,123.97,0.77,11011005,11,25.84,3.3,0.82,8.4,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,도토리묵,200,147.76,0.74,11011006,11,21.84,1.85,5.89,3.63,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,마늘쫑무침,30,31.92,1.06,11011007,11,3.83,0.82,1.48,2.24,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,무생채,150,73.54,0.49,11011008,11,10.99,3.64,1.67,2.67,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,무말랭이,20,24.17,1.21,11011009,11,4.5,0.84,0.31,0.82,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,오이생채,50,34.53,0.69,11011010,11,4.48,0.86,1.45,4.02,,,,,
"나물,무침류",생채류,"나물,무침류",seasoned vegetable,파무침,150,105.95,0.71,11011011,11,13.62,3.38,4.22,12.03,,,,,
"나물,무침류",샐러드류,"나물,무침류",seasoned vegetable,상추겉절이,100,61.14,0.61,11012001,11,5.26,2.36,3.41,2.98,,,,,
"나물,무침류",샐러드류,"나물,무침류",seasoned vegetable,쑥갓나물무침,150,96,0.64,11012002,11,6.6,4.5,5.7,0.3,,,,,
"나물,무침류",샐러드류,"나물,무침류",seasoned vegetable,청포묵무침,250,149,0.6,11012003,11,22.7,2.9,5.2,1.8,,,,,
"나물,무침류",샐러드류,"나물,무침류",seasoned vegetable,해파리냉채,150,91,0.61,11012004,11,13.4,6.2,1.4,11.4,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,가지나물,50,17.95,0.36,11013001,11,2.09,0.71,0.75,1.17,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,고사리나물,50,44.97,0.9,11013002,11,3.14,1.89,2.76,0.25,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,도라지나물,50,65.04,1.3,11013003,11,6.56,1.24,3.76,0.45,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,무나물,50,10.56,0.21,11013004,11,1.82,0.31,0.23,1.65,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,미나리나물,50,29.53,0.59,11013005,11,2.24,1.02,1.83,0,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,숙주나물,50,17.5,0.35,11013006,11,1.48,1.11,0.79,0.79,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,시금치나물,50,34.28,0.69,11013007,11,1.68,1.87,2.23,0.05,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,취나물,50,44.4,0.89,11013009,11,3.2,1.81,2.7,0,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,콩나물,50,34.54,0.69,11013010,11,1.6,1.93,2.27,0.25,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,고구마줄기나물,50,41.61,0.83,11013011,11,2.05,0.49,3.5,0,,,,,
"나물,무침류",숙채류,"나물,무침류",seasoned vegetable,우거지나물무침,150,129,0.86,11013012,11,8.7,4.5,8.5,1.5,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,골뱅이무침,100,108.79,1.09,11014001,11,15.69,7.08,1.97,10.47,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,김무침,30,77.57,2.59,11014002,11,5.8,6.35,3.22,1.75,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,미역초무침,50,17.49,0.35,11014003,11,2.62,0.59,0.51,0.65,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,북어채무침,150,282.02,1.88,11014004,11,18.07,42.6,4.37,8.38,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,회무침,250,203.95,0.82,11014005,11,21.5,20.22,4.12,11.33,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,쥐치채,20,55.92,2.8,11014006,11,10.9,2.75,0.15,4.55,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,파래무침,30,14.83,0.49,11014007,11,1.49,1.06,0.51,0.52,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,홍어무침,200,198.94,0.99,11014008,11,25.95,17.85,2.63,14.46,,,,,
"나물,무침류",어패류무침,면류,noodle,골뱅이국수무침,230,250.52,1.09,11014009,11,43.49,11.53,3.38,8.2,,,,,
"나물,무침류",어패류무침,"나물,무침류",seasoned vegetable,오징어무침,200,254.31,1.27,11014010,11,13.04,39.45,4.93,13.15,,,,,
"나물,무침류",육류무침,면류,noodle,잡채,200,291.15,1.46,11015001,11,12.26,3.55,3.81,0.4,,,,,
"나물,무침류",육류무침,"나물,무침류",seasoned vegetable,탕평채,100,97.5,0.98,11015002,11,12.26,3.55,3.81,0.4,,,,,
김치류,김치류,김치류,kimchi,갓김치,40,16.53,0.41,12011001,12,1.88,1.03,0.54,0.47,,,,,
김치류,김치류,김치류,kimchi,고들빼기,50,35.27,0.71,12011002,12,5.76,1.5,0.69,2.2,,,,,
김치류,김치류,김치류,kimchi,깍두기,50,16.4,0.33,12011003,12,2.12,0.78,0.53,1.27,,,,,
김치류,김치류,김치류,kimchi,깻잎김치,50,31.15,0.62,12011004,12,4.46,1.41,0.86,2.02,,,,,
김치류,김치류,김치류,kimchi,나박김치,100,9.82,0.1,12011005,12,1.15,0.46,0.38,0.34,,,,,
김치류,김치류,김치류,kimchi,동치미,200,27.21,0.14,12011006,12,4.55,0.58,0.74,2.9,,,,,
김치류,김치류,김치류,kimchi,배추김치,40,10.66,0.27,12011008,12,1.27,0.68,0.31,0.95,,,,,
김치류,김치류,김치류,kimchi,백김치,90,16.56,0.18,12011009,12,2.06,0.92,0.51,0.7,,,,,
김치류,김치류,김치류,kimchi,부추김치,50,23.33,0.47,12011010,12,3.18,1.34,0.58,2.04,,,,,
김치류,김치류,김치류,kimchi,열무김치,40,10.71,0.27,12011011,12,0.86,0.72,0.49,0.17,,,,,
김치류,김치류,김치류,kimchi,오이소박이,100,32.38,0.32,12011013,12,4.43,1.73,0.86,3.4,,,,,
김치류,김치류,김치류,kimchi,총각김치,70,22.89,0.33,12011014,12,3.57,0.98,0.52,1.34,,,,,
김치류,김치류,김치류,kimchi,파김치,30,13.32,0.44,12011015,12,1.26,0.77,0.58,0.45,,,,,
회류,어패류,어패류,seafood,생연어,100,106,1.06,14011001,14,0.2,20.6,1.9,0,,,,,
회류,어패류,어패류,seafood,생선물회,800,577.97,0.72,14011002,14,82.5,34.3,12.3,52,,,,,
회류,어패류,어패류,seafood,광어회,100,125,1.25,14011004,14,0,22.4,1.6,0,,,,,
회류,어패류,어패류,seafood,훈제연어,100,209,2.09,14011005,14,0.2,23.5,10.7,0.1,,,,,
회류,육류,육류,meat,육회,150,195.06,1.3,14012001,14,12.18,14.9,9.64,7.93,,,,,
회류,육류,육류,meat,육사시미,100,135,1.35,14012002,14,,,,,,,,,
